ID,LocTime,LocFrequency,Cycles,SNR,TrialID,SignalSD,AtomSD,SLTMaskSBMID,SLTMaskSBMMatchErr,SLTMaskSBMTimeErr,SLTMaskSBMFreqErr,CWTMaskSBMID,CWTMaskSBMMatchErr,CWTMaskSBMTimeErr,CWTMaskSBMFreqErr,STFTMaskSBMID,STFTMaskSBMMatchErr,STFTMaskSBMTimeErr,STFTMaskSBMFreqErr,SLTMaskPFID,SLTMaskPFMatchErr,SLTMaskPFTimeErr,SLTMaskPFFreqErr,CWTMaskPFID,CWTMaskPFMatchErr,CWTMaskPFTimeErr,CWTMaskPFFreqErr,STFTMaskPFID,STFTMaskPFMatchErr,STFTMaskPFTimeErr,STFTMaskPFFreqErr,SLTBoxSBMID,SLTBoxSBMMatchErr,SLTBoxSBMTimeErr,SLTBoxSBMFreqErr,CWTBoxSBMID,CWTBoxSBMMatchErr,CWTBoxSBMTimeErr,CWTBoxSBMFreqErr,STFTBoxSBMID,STFTBoxSBMMatchErr,STFTBoxSBMTimeErr,STFTBoxSBMFreqErr,SLTBoxPFID,SLTBoxPFMatchErr,SLTBoxPFTimeErr,SLTBoxPFFreqErr,CWTBoxPFID,CWTBoxPFMatchErr,CWTBoxPFTimeErr,CWTBoxPFFreqErr,STFTBoxPFID,STFTBoxPFMatchErr,STFTBoxPFTimeErr,STFTBoxPFFreqErr,SLTBoxOEID,SLTBoxOEMatchErr,SLTBoxOETimeErr,SLTBoxOEFreqErr,CWTBoxOEID,CWTBoxOEMatchErr,CWTBoxOETimeErr,CWTBoxOEFreqErr,STFTBoxOEID,STFTBoxOEMatchErr,STFTBoxOETimeErr,STFTBoxOEFreqErr
335,1.1338098,79,10,0.25,4,0.58980244,0.29490122,62,0.50336504,0.013671875,0.9929078,23,0.52554387,0.0146484375,2.4822695,21,0.5344933,0.028,0.4964539,22,0.6862327,0.013671875,0.9929078,16,0.6872692,0.0146484375,2.4822695,18,0.80462724,0.028,0.4964539,62,0.5284333,0.013671875,0.9929078,23,0.50792164,0.0146484375,2.4822695,21,0.5194219,0.028,0.4964539,22,0.70374286,0.013671875,0.9929078,16,0.6600926,0.0146484375,2.4822695,18,0.82935154,0.028,0.4964539,1,0.67916083,0.013671875,0.9929078,3,0.49400592,0.072265625,3.9716313,1,0.6909908,0.028,0.4964539
336,1.4838424,55,10,0.25,26,0.5825783,0.29128915,29,0.54289216,0.029296875,2.9787235,15,0.46064633,0.001953125,4.4680853,19,0.47770393,0.010000001,3.9716313,14,0.87142277,0.029296875,2.9787235,12,0.8289679,0.001953125,4.4680853,12,0.91196156,0.010000001,3.9716313,29,0.50530374,0.029296875,2.9787235,15,0.36581004,0.001953125,4.4680853,19,0.4302131,0.010000001,3.9716313,14,0.8698168,0.029296875,2.9787235,12,0.82664233,0.001953125,4.4680853,12,0.9020168,0.010000001,3.9716313,9,0.80487806,0.029296875,2.9787235,15,0.7113747,0.0029296875,4.964539,13,0.7243402,0.008,4.4680853
337,1.4325908,76,10,0.25,3,0.61405617,0.30702808,50,0.26865077,0.013671875,0.9929078,24,0.45111114,0.01171875,1.4893618,27,0.268763,0.013,0.4964539,33,0.52192193,0.013671875,0.9929078,9,0.588339,0.01171875,1.4893618,11,0.7153437,0.013,0.4964539,50,0.2608106,0.013671875,0.9929078,24,0.3820225,0.01171875,1.4893618,27,0.26087528,0.013,0.4964539,33,0.44287664,0.013671875,0.9929078,9,0.53833354,0.01171875,1.4893618,11,0.69706243,0.013,0.4964539,1,0.374824,0.013671875,0,1,0.42980564,0.0107421875,1.4893618,1,0.35791367,0.011000001,0.9929078
338,1.4335033,91,10,0.25,26,0.5825783,0.29128915,49,0.487377,0,1.9858156,25,0.22824651,0.00390625,3.4751773,26,0.36887372,0.004,3.4751773,22,0.9068604,0,1.9858156,15,0.7293478,0.00390625,3.4751773,0,1,1.6730001,60.56738,49,0.5159327,0,1.9858156,25,0.19852036,0.00390625,3.4751773,26,0.40123987,0.004,3.4751773,22,0.8984439,0,1.9858156,15,0.6848934,0.00390625,3.4751773,0,1,1.6730001,60.56738,1,0.22377622,0.0009765625,5.460993,1,0.2863763,0.0009765625,5.957447,1,0.8180177,0.0050000004,5.460993
339,0.95672196,60,10,0.25,4,0.58980244,0.29490122,33,0.3607341,0.029296875,0,15,0.4560727,0.018554688,1.9858156,15,0.3330472,0.018000001,0.9929078,14,0.4847259,0.029296875,0,9,0.56503785,0.018554688,1.9858156,13,0.57110703,0.018000001,0.9929078,33,0.37384415,0.029296875,0,15,0.5622306,0.018554688,1.9858156,15,0.37161446,0.018000001,0.9929078,14,0.48509908,0.029296875,0,9,0.39354837,0.018554688,1.9858156,13,0.5210902,0.018000001,0.9929078,2,0.5543635,0.029296875,0,1,0.57169235,0.018554688,1.9858156,1,0.6824689,0.020000001,0.4964539
340,1.326609,72,10,0.25,14,0.58888495,0.29444247,58,0.632377,0.0048828125,1.4893618,24,0.5386868,0.005859375,5.460993,23,0.6574514,0.040000003,2.9787235,14,0.91640794,0.11425781,8.936171,14,0.61535734,0.005859375,5.460993,10,0.90224624,0.15300001,9.432624,58,0.5691489,0.0048828125,1.4893618,24,0.5604396,0.005859375,5.460993,23,0.6008947,0.040000003,2.9787235,14,0.88065004,0.11425781,8.936171,14,0.52291423,0.005859375,5.460993,10,0.85016537,0.15300001,9.432624,1,0.74614924,0,16.879433,1,0.43946135,0.00390625,18.368795,4,0.81940025,0.15300001,9.432624
341,0.6669118,55,10,0.25,55,0.5640838,0.2820419,13,0.45973343,0.005859375,1.9858156,12,0.54244953,0.009765625,3.4751773,3,0.65623236,0.015000001,5.957447,6,0.72087085,0.005859375,1.9858156,4,0.6404555,0.009765625,3.4751773,4,0.70202315,0.015000001,5.957447,13,0.47357005,0.005859375,1.9858156,12,0.5013796,0.009765625,3.4751773,3,0.78944016,0.015000001,5.957447,6,0.7637869,0.005859375,1.9858156,4,0.70580167,0.009765625,3.4751773,4,0.7420144,0.015000001,5.957447,3,0.6220434,0.0048828125,0.9929078,2,0.60011375,0.005859375,1.4893618,2,0.50989634,0.002,0.9929078
342,0.55729896,60,10,0.25,40,0.6205642,0.3102821,45,0.42558998,0.026367188,3.9716313,20,0.48995686,0.026367188,7.446809,18,0.6737845,0.013,3.9716313,21,0.9508433,0.026367188,3.9716313,14,0.8233936,0.026367188,7.446809,0,1,0.776,29.787235,45,0.39223498,0.026367188,3.9716313,20,0.46190935,0.026367188,7.446809,18,0.7253315,0.013,3.9716313,21,0.94592375,0.026367188,3.9716313,14,0.65999997,0.026367188,7.446809,3,0.9962491,0.13100001,22.340425,15,0.53359246,0.026367188,3.9716313,12,0.75645757,0.02734375,8.439716,13,0.71599877,0.015000001,4.4680853
343,1.4502492,63,10,0.25,69,0.56685954,0.28342977,37,0.6762246,0.005859375,0,12,0.54747355,0.0107421875,3.4751773,14,0.5078052,0.027,3.9716313,12,0.5523845,0.0078125,5.957447,6,0.58292556,0.0107421875,3.4751773,6,0.6032263,0.027,3.9716313,24,0.665411,0.0078125,5.957447,12,0.63426787,0.0107421875,3.4751773,14,0.5461029,0.027,3.9716313,12,0.5405941,0.0078125,5.957447,6,0.6069528,0.0107421875,3.4751773,6,0.68512064,0.027,3.9716313,1,0.580456,0.0078125,5.957447,1,0.54305804,0.01171875,2.9787235,1,0.53571427,0.026,3.4751773
344,1.4998425,46,10,0.25,19,0.6139404,0.3069702,23,0.7105684,0.021484375,2.9787235,12,0.33952063,0.01171875,1.9858156,13,0.46055365,0.009000001,2.4822695,3,0.7068804,0.021484375,2.9787235,2,0.77224255,0.01171875,1.9858156,2,0.76981103,0.009000001,2.4822695,10,0.62528276,0.013671875,1.9858156,12,0.18491352,0.01171875,1.9858156,13,0.36489153,0.009000001,2.4822695,3,0.75267786,0.021484375,2.9787235,2,0.7854204,0.01171875,1.9858156,2,0.8037705,0.009000001,2.4822695,1,0.612062,0.0234375,3.4751773,2,0.6701571,0.0146484375,3.4751773,2,0.6155703,0.034,4.964539
