ID,LocTime,LocFrequency,Cycles,SNR,TrialID,SignalSD,AtomSD,SLTMaskSBMID,SLTMaskSBMMatchErr,SLTMaskSBMTimeErr,SLTMaskSBMFreqErr,CWTMaskSBMID,CWTMaskSBMMatchErr,CWTMaskSBMTimeErr,CWTMaskSBMFreqErr,STFTMaskSBMID,STFTMaskSBMMatchErr,STFTMaskSBMTimeErr,STFTMaskSBMFreqErr,SLTMaskPFID,SLTMaskPFMatchErr,SLTMaskPFTimeErr,SLTMaskPFFreqErr,CWTMaskPFID,CWTMaskPFMatchErr,CWTMaskPFTimeErr,CWTMaskPFFreqErr,STFTMaskPFID,STFTMaskPFMatchErr,STFTMaskPFTimeErr,STFTMaskPFFreqErr,SLTBoxSBMID,SLTBoxSBMMatchErr,SLTBoxSBMTimeErr,SLTBoxSBMFreqErr,CWTBoxSBMID,CWTBoxSBMMatchErr,CWTBoxSBMTimeErr,CWTBoxSBMFreqErr,STFTBoxSBMID,STFTBoxSBMMatchErr,STFTBoxSBMTimeErr,STFTBoxSBMFreqErr,SLTBoxPFID,SLTBoxPFMatchErr,SLTBoxPFTimeErr,SLTBoxPFFreqErr,CWTBoxPFID,CWTBoxPFMatchErr,CWTBoxPFTimeErr,CWTBoxPFFreqErr,STFTBoxPFID,STFTBoxPFMatchErr,STFTBoxPFTimeErr,STFTBoxPFFreqErr,SLTBoxOEID,SLTBoxOEMatchErr,SLTBoxOETimeErr,SLTBoxOEFreqErr,CWTBoxOEID,CWTBoxOEMatchErr,CWTBoxOETimeErr,CWTBoxOEFreqErr,STFTBoxOEID,STFTBoxOEMatchErr,STFTBoxOETimeErr,STFTBoxOEFreqErr
302,0.110750966,58,10,0.25,72,0.11813631,0.059068155,23,0.40302104,0.05078125,0.4964539,14,0.7019495,0.05859375,0,13,0.55221933,0.053000003,1.4893618,11,0.8630528,0.05078125,0.4964539,6,0.8759533,0.31054688,28.297873,11,0.90823776,0.053000003,1.4893618,23,0.28571427,0.05078125,0.4964539,14,0.4424402,0.05859375,0,13,0.40987033,0.053000003,1.4893618,11,0.8516656,0.05078125,0.4964539,6,0.7881574,0.31054688,28.297873,7,0.8632226,0.031000001,10.921986,19,0.52,0.051757812,0.9929078,17,0.826743,0.057617188,0.4964539,17,0.7707991,0.053000003,1.4893618
303,1.3232881,75,10,0.25,70,0.10871637,0.054358184,40,0.51576275,0.015625,0.4964539,17,0.50755376,0.034179688,1.4893618,24,0.3971358,0.026,0,21,0.5630414,0.015625,0.4964539,2,0.7079876,0.034179688,1.4893618,12,0.6002257,0.026,0,40,0.5192789,0.015625,0.4964539,17,0.37957,0.034179688,1.4893618,24,0.35365582,0.026,0,21,0.46115464,0.015625,0.4964539,2,0.53868115,0.034179688,1.4893618,12,0.56757545,0.026,0,2,0.4429236,0.015625,0.4964539,2,0.6038713,0.03515625,2.4822695,2,0.48268837,0.026,0
304,1.1154583,79,10,0.25,14,0.11188518,0.05594259,28,0.31898367,0.0048828125,1.4893618,16,0.3774222,0.009765625,1.4893618,11,0.3283624,0.0050000004,1.4893618,16,0.25702888,0.0048828125,1.4893618,7,0.40237612,0.009765625,1.4893618,15,0.35436028,0.0050000004,1.4893618,28,0.45026636,0.0048828125,1.4893618,16,0.35022748,0.009765625,1.4893618,11,0.41196454,0.0050000004,1.4893618,16,0.13350278,0.0048828125,1.4893618,7,0.40619624,0.009765625,1.4893618,15,0.22105265,0.0050000004,1.4893618,1,0.76908046,0.0048828125,0.9929078,1,0.41073865,0.0107421875,0.4964539,1,0.3210526,0.004,0.9929078
305,0.29306555,57,10,0.25,46,0.110665806,0.0553329,13,0.62580407,0.013671875,2.9787235,11,0.41489184,0.013671875,1.4893618,12,0.47055143,0.014,0.4964539,6,0.4990713,0.0234375,1.9858156,5,0.48745686,0.013671875,1.4893618,7,0.48931795,0.014,0.4964539,13,0.5708077,0.013671875,2.9787235,11,0.41197956,0.013671875,1.4893618,12,0.5775208,0.014,0.4964539,6,0.6241497,0.0234375,1.9858156,5,0.40544248,0.013671875,1.4893618,7,0.4902386,0.014,0.4964539,1,0.6183349,0.0234375,1.9858156,1,0.3487754,0.015625,0.4964539,1,0.37961727,0.018000001,0.4964539
306,1.5729994,80,10,0.25,43,0.109060176,0.054530088,52,0.54984426,0.0029296875,2.9787235,32,0.38943893,0.001953125,1.4893618,22,0.40015054,0.019000001,1.9858156,24,0.578699,0.0068359375,6.453901,14,0.5911839,0.001953125,1.4893618,18,0.7074991,0.019000001,1.9858156,52,0.5046121,0.0029296875,2.9787235,32,0.3523283,0.001953125,1.4893618,22,0.54099727,0.019000001,1.9858156,24,0.45653224,0.0068359375,6.453901,14,0.54691076,0.001953125,1.4893618,18,0.43356943,0.019000001,1.9858156,4,0.56759346,0.016601562,6.9503546,2,0.57528603,0.0068359375,7.9432626,8,0.7084445,0.020000001,0.4964539
307,0.44442683,37,10,0.25,3,0.114554554,0.057277277,1,0.621364,0.0146484375,1.4893618,2,0.5833179,0.0078125,0.9929078,3,0.39239985,0.006,0,1,0.8122867,0.0146484375,1.4893618,1,0.83869743,0.0078125,0.9929078,1,0.72318256,0.24800001,5.460993,1,0.54821813,0.0146484375,1.4893618,2,0.74697214,0.0078125,0.9929078,3,0.51986754,0.006,0,1,0.7569069,0.0146484375,1.4893618,1,0.785988,0.0078125,0.9929078,1,0.6714802,0.24800001,5.460993,5,0.7041414,0.01953125,1.9858156,13,0.57072365,0.0068359375,0.9929078,15,0.4341672,0.007,0.4964539
308,0.6863125,95,10,0.25,68,0.10960142,0.05480071,70,0.45177954,0.01171875,3.4751773,33,0.275086,0.0078125,4.4680853,25,0.5390663,0.024,3.4751773,31,0.7958005,0.06640625,3.9716313,21,0.791653,0.0078125,4.4680853,16,0.9611759,0.024,3.4751773,70,0.31395626,0.01171875,3.4751773,33,0.23057759,0.0078125,4.4680853,25,0.58427715,0.024,3.4751773,31,0.71917075,0.06640625,3.9716313,21,0.7819972,0.0078125,4.4680853,16,0.9467593,0.024,3.4751773,1,0.5215303,0.0107421875,2.4822695,0,1,0.8857422,66.02837,1,0.5770736,0.002,1.4893618
309,0.9758281,57,10,0.25,38,0.110570125,0.055285063,26,0.40166765,0.02734375,0.9929078,18,0.5345409,0.024414062,2.9787235,21,0.4191386,0.018000001,0.4964539,15,0.6639146,0.02734375,0.9929078,10,0.6113545,0.024414062,2.9787235,10,0.64329445,0.018000001,0.4964539,26,0.3797831,0.02734375,0.9929078,18,0.48114437,0.024414062,2.9787235,21,0.4397424,0.018000001,0.4964539,15,0.6005362,0.02734375,0.9929078,10,0.16417503,0.024414062,2.9787235,10,0.29020977,0.018000001,0.4964539,2,0.63561565,0.02734375,0.4964539,25,0.59948695,0.041992188,5.460993,2,0.6122449,0.018000001,0.4964539
310,1.5248795,48,10,0.25,2,0.11327445,0.05663722,12,0.73394144,0.04296875,1.4893618,10,0.69852316,0.052734375,3.9716313,8,0.7097995,0.060000002,3.4751773,1,0.73366284,0.048828125,0.9929078,1,0.73937035,0.052734375,3.9716313,1,0.7246847,0.036000002,12.907802,12,0.73597157,0.04296875,1.4893618,10,0.6550237,0.052734375,3.9716313,9,0.43740338,0.058000002,0,1,0.8017627,0.048828125,0.9929078,1,0.65216017,0.052734375,3.9716313,1,0.7605589,0.036000002,12.907802,3,0.61280227,0.04296875,1.4893618,4,0.80533665,0.052734375,3.9716313,3,0.5769231,0.060000002,2.9787235
311,0.5318141,51,10,0.25,6,0.1068147,0.05340735,22,0.5683822,0.0107421875,1.9858156,11,0.22606713,0.0126953125,0,13,0.46085674,0.026,0.9929078,12,0.76096356,0.0107421875,1.9858156,7,0.70179373,0.0126953125,0,8,0.77087325,0.026,0.9929078,22,0.56232774,0.0107421875,1.9858156,11,0.28019494,0.0126953125,0,13,0.57790697,0.026,0.9929078,12,0.72618484,0.0107421875,1.9858156,7,0.70178473,0.0126953125,0,8,0.83749914,0.026,0.9929078,2,0.47432703,0.0107421875,1.9858156,4,0.6489796,0.0126953125,0,2,0.52591085,0.028,1.4893618
312,1.366242,89,10,0.25,39,0.10453932,0.052269656,66,0.31884354,0.0087890625,3.9716313,39,0.4263621,0.0087890625,2.9787235,26,0.8577273,0.162,13.900709,0,1,1.5654297,59.078014,0,1,1.5654297,58.581562,0,1,1.603,58.581562,66,0.3235066,0.0087890625,3.9716313,39,0.34043825,0.0087890625,2.9787235,26,0.78796077,0.162,13.900709,0,1,1.5654297,59.078014,0,1,1.5654297,58.581562,0,1,1.603,58.581562,9,0.813691,0.009765625,6.9503546,0,1,1.5654297,58.581562,13,0.73916787,0.017,8.439716
313,0.35866746,84,10,0.25,13,0.11129539,0.055647694,57,0.32658613,0.0048828125,0.4964539,30,0.38324118,0.0068359375,2.9787235,26,0.4460237,0.0050000004,1.9858156,28,0.5367948,0.0048828125,0.4964539,15,0.5300443,0.0068359375,2.9787235,17,0.7635693,0.0050000004,1.9858156,57,0.3332109,0.0048828125,0.4964539,30,0.42738968,0.0068359375,2.9787235,26,0.5501186,0.0050000004,1.9858156,28,0.4705882,0.0048828125,0.4964539,15,0.38148743,0.0068359375,2.9787235,17,0.6035938,0.0050000004,1.9858156,2,0.47593582,0.005859375,0,2,0.3037275,0.0068359375,1.9858156,4,0.68228865,0.0050000004,1.4893618
314,0.4709773,39,10,0.25,74,0.11115212,0.055576064,1,0.24774605,0.005859375,0.9929078,2,0.31500483,0.024414062,0,4,0.30343544,0.010000001,0.4964539,1,0.54549205,0.005859375,0.9929078,1,0.5484302,0.024414062,0,1,0.43740773,0.010000001,0.4964539,1,0.23509175,0.005859375,0.9929078,2,0.27360857,0.024414062,0,4,0.15556884,0.010000001,0.4964539,1,0.49025488,0.005859375,0.9929078,1,0.4349547,0.024414062,0,1,0.3859539,0.010000001,0.4964539,6,0.58204234,0.02734375,1.9858156,5,0.48369402,0.025390625,0.4964539,4,0.573916,0.010000001,0.4964539
